L_id,task,status,reason,duration_sec,candidate_trials,rejected_trials,rejected_rate,n_trials_code_11,condition_code_11,n_trials_code_22,condition_code_22
L3981,oddball,ok,,636.0,150,37,0.24666666666666667,92,standard,21,deviant_target
L3987,oddball,ok,,636.0,150,14,0.09333333333333334,112,standard,24,deviant_target
L3993,oddball,ok,,646.0,146,7,0.04794520547945205,115,standard,24,deviant_target
L4009,oddball,ok,,641.0,149,25,0.16778523489932887,102,standard,22,deviant_target
L4013,oddball,ok,,644.0,147,7,0.047619047619047616,117,standard,23,deviant_target
L4039,oddball,ok,,646.0,149,28,0.18791946308724833,98,standard,23,deviant_target
L4058,oddball,ok,,785.0,177,5,0.02824858757062147,145,standard,27,deviant_target
L4061,oddball,ok,,638.0,150,8,0.05333333333333334,117,standard,25,deviant_target
L4070,oddball,ok,,643.0,147,2,0.013605442176870748,120,standard,25,deviant_target
L4071,oddball,ok,,720.0,115,27,0.23478260869565218,70,standard,18,deviant_target
L4074,oddball,ok,,641.0,150,8,0.05333333333333334,118,standard,24,deviant_target
L4078,oddball,ok,,639.0,149,0,0.0,124,standard,25,deviant_target
L4080,oddball,ok,,639.0,147,4,0.027210884353741496,119,standard,24,deviant_target
L4096,oddball,ok,,639.0,149,2,0.013422818791946308,122,standard,25,deviant_target
L415,oddball,ok,,639.0,148,48,0.32432432432432434,84,standard,16,deviant_target
L418,oddball,ok,,640.0,147,0,0.0,122,standard,25,deviant_target
L4204,oddball,ok,,670.0,149,57,0.3825503355704698,75,standard,17,deviant_target
L4214,oddball,ok,,679.0,149,10,0.06711409395973154,115,standard,24,deviant_target
L4218,oddball,ok,,641.0,147,30,0.20408163265306123,95,standard,22,deviant_target
L423,oddball,ok,,639.0,148,5,0.033783783783783786,119,standard,24,deviant_target
L4237,oddball,ok,,644.0,149,22,0.1476510067114094,105,standard,22,deviant_target
L4247,oddball,ok,,638.0,149,14,0.09395973154362416,111,standard,24,deviant_target
L4250,oddball,ok,,696.0,147,12,0.08163265306122448,111,standard,24,deviant_target
L4252,oddball,ok,,640.0,148,3,0.02027027027027027,121,standard,24,deviant_target
L4268,oddball,ok,,629.0,150,40,0.26666666666666666,91,standard,19,deviant_target
L4273,oddball,ok,,854.0,123,20,0.16260162601626016,85,standard,18,deviant_target
L4276,oddball,ok,,632.0,150,17,0.11333333333333333,110,standard,23,deviant_target
L4278,oddball,ok,,639.0,147,26,0.17687074829931973,98,standard,23,deviant_target
L4279,oddball,ok,,724.0,105,4,0.0380952380952381,83,standard,18,deviant_target
L4282,oddball,ok,,668.0,147,8,0.05442176870748299,114,standard,25,deviant_target
L4295,oddball,ok,,642.0,146,31,0.21232876712328766,96,standard,19,deviant_target
L4297,oddball,ok,,640.0,147,4,0.027210884353741496,119,standard,24,deviant_target
L4298,oddball,ok,,755.0,149,21,0.14093959731543623,105,standard,23,deviant_target
L43,oddball,ok,,671.0,148,6,0.04054054054054054,117,standard,25,deviant_target
L430,oddball,ok,,641.0,150,3,0.02,122,standard,25,deviant_target
L4304,oddball,ok,,640.0,150,19,0.12666666666666668,109,standard,22,deviant_target
L4307,oddball,ok,,649.0,150,3,0.02,122,standard,25,deviant_target
L4313,oddball,ok,,664.0,132,11,0.08333333333333333,101,standard,20,deviant_target
L4316,oddball,ok,,641.0,150,1,0.006666666666666667,124,standard,25,deviant_target
L4319,oddball,ok,,660.0,145,16,0.1103448275862069,104,standard,25,deviant_target
L4339,oddball,ok,,643.0,149,7,0.04697986577181208,118,standard,24,deviant_target
L4350,oddball,ok,,751.0,134,9,0.06716417910447761,105,standard,20,deviant_target
L4356,oddball,ok,,629.0,150,38,0.25333333333333335,92,standard,20,deviant_target
L4357,oddball,ok,,687.0,120,4,0.03333333333333333,96,standard,20,deviant_target
L4366,oddball,ok,,650.0,149,85,0.5704697986577181,53,standard,11,deviant_target
L4378,oddball,ok,,662.0,138,19,0.13768115942028986,101,standard,18,deviant_target
L4380,oddball,ok,,645.0,147,0,0.0,122,standard,25,deviant_target
L4390,oddball,ok,,645.0,147,12,0.08163265306122448,111,standard,24,deviant_target
L4394,oddball,ok,,639.0,149,8,0.053691275167785234,117,standard,24,deviant_target
L4407,oddball,ok,,648.0,148,6,0.04054054054054054,119,standard,23,deviant_target
L4408,oddball,ok,,654.0,148,43,0.2905405405405405,85,standard,20,deviant_target
L4414,oddball,ok,,643.0,148,2,0.013513513513513514,123,standard,23,deviant_target
L4419,oddball,ok,,654.0,132,40,0.30303030303030304,80,standard,12,deviant_target
L443,oddball,ok,,637.0,149,26,0.174496644295302,102,standard,21,deviant_target
L4438,oddball,ok,,663.0,147,24,0.16326530612244897,101,standard,22,deviant_target
L4439,oddball,ok,,642.0,149,41,0.2751677852348993,90,standard,18,deviant_target
L4440,oddball,ok,,646.0,148,7,0.0472972972972973,122,standard,19,deviant_target
L4441,oddball,ok,,672.0,120,2,0.016666666666666666,99,standard,19,deviant_target
L4442,oddball,ok,,644.0,147,8,0.05442176870748299,115,standard,24,deviant_target
L4446,oddball,ok,,671.0,147,12,0.08163265306122448,112,standard,23,deviant_target
L4448,oddball,ok,,668.0,120,16,0.13333333333333333,84,standard,20,deviant_target
L4449,oddball,ok,,638.0,150,3,0.02,123,standard,24,deviant_target
L4454,oddball,ok,,651.0,140,4,0.02857142857142857,113,standard,23,deviant_target
L4462,oddball,ok,,637.0,148,20,0.13513513513513514,109,standard,19,deviant_target
L4464,oddball,ok,,643.0,145,0,0.0,120,standard,25,deviant_target
L4465,oddball,ok,,645.0,145,0,0.0,121,standard,24,deviant_target
L4466,oddball,ok,,642.0,150,3,0.02,122,standard,25,deviant_target
L4491,oddball,ok,,645.0,143,63,0.4405594405594406,66,standard,14,deviant_target
L4494,oddball,ok,,640.0,149,19,0.12751677852348994,107,standard,23,deviant_target
L4498,oddball,ok,,643.0,149,2,0.013422818791946308,122,standard,25,deviant_target
L4515,oddball,ok,,652.0,148,5,0.033783783783783786,118,standard,25,deviant_target
L4534,oddball,ok,,678.0,147,1,0.006802721088435374,122,standard,24,deviant_target
L4537,oddball,ok,,636.0,147,29,0.19727891156462585,98,standard,20,deviant_target
L4553,oddball,ok,,643.0,148,3,0.02027027027027027,120,standard,25,deviant_target
L456,oddball,ok,,636.0,150,11,0.07333333333333333,115,standard,24,deviant_target
L4579,oddball,ok,,648.0,142,14,0.09859154929577464,106,standard,22,deviant_target
L4587,oddball,ok,,641.0,148,8,0.05405405405405406,116,standard,24,deviant_target
L4606,oddball,ok,,648.0,146,40,0.273972602739726,89,standard,17,deviant_target
L481,oddball,ok,,647.0,149,45,0.30201342281879195,85,standard,19,deviant_target
L499,oddball,ok,,637.0,148,60,0.40540540540540543,70,standard,18,deviant_target
L509,oddball,ok,,634.0,148,49,0.3310810810810811,80,standard,19,deviant_target
L539,oddball,ok,,638.0,147,3,0.02040816326530612,119,standard,25,deviant_target
L55,oddball,ok,,646.0,147,0,0.0,122,standard,25,deviant_target
L557,oddball,ok,,643.0,149,4,0.026845637583892617,121,standard,24,deviant_target
L562,oddball,ok,,642.0,146,84,0.5753424657534246,45,standard,17,deviant_target
L565,oddball,ok,,636.0,150,55,0.36666666666666664,78,standard,17,deviant_target
L581,oddball,ok,,640.0,149,14,0.09395973154362416,110,standard,25,deviant_target
L586,oddball,ok,,636.0,149,10,0.06711409395973154,116,standard,23,deviant_target
L587,oddball,ok,,720.0,120,19,0.15833333333333333,84,standard,17,deviant_target
L592,oddball,ok,,635.0,150,9,0.06,117,standard,24,deviant_target
L595,oddball,ok,,642.0,146,4,0.0273972602739726,118,standard,24,deviant_target
L603,oddball,ok,,639.0,148,8,0.05405405405405406,120,standard,20,deviant_target
L607,oddball,ok,,653.0,146,20,0.136986301369863,104,standard,22,deviant_target
L61,oddball,ok,,643.0,147,6,0.04081632653061224,118,standard,23,deviant_target
L628,oddball,ok,,787.0,146,17,0.11643835616438356,106,standard,23,deviant_target
L634,oddball,ok,,638.0,147,0,0.0,122,standard,25,deviant_target
L635,oddball,ok,,636.0,150,28,0.18666666666666668,105,standard,17,deviant_target
L636,oddball,ok,,636.0,147,17,0.11564625850340136,108,standard,22,deviant_target
L640,oddball,ok,,639.0,146,12,0.0821917808219178,111,standard,23,deviant_target
L660,oddball,ok,,681.0,145,18,0.12413793103448276,110,standard,17,deviant_target
L676,oddball,ok,,648.0,149,11,0.0738255033557047,116,standard,22,deviant_target
L677,oddball,ok,,664.0,149,27,0.18120805369127516,106,standard,16,deviant_target
L68,oddball,ok,,645.0,148,6,0.04054054054054054,119,standard,23,deviant_target
L680,oddball,ok,,641.0,148,52,0.35135135135135137,80,standard,16,deviant_target
L69,oddball,ok,,641.0,150,0,0.0,125,standard,25,deviant_target
L700,oddball,ok,,639.0,147,0,0.0,122,standard,25,deviant_target
L709,oddball,ok,,653.0,147,15,0.10204081632653061,112,standard,20,deviant_target
L712,oddball,ok,,652.0,145,21,0.14482758620689656,103,standard,21,deviant_target
L724,oddball,ok,,640.0,146,7,0.04794520547945205,119,standard,20,deviant_target
L725,oddball,ok,,637.0,150,0,0.0,125,standard,25,deviant_target
L731,oddball,ok,,634.0,148,6,0.04054054054054054,118,standard,24,deviant_target
L733,oddball,ok,,640.0,149,0,0.0,124,standard,25,deviant_target
L739,oddball,ok,,639.0,148,5,0.033783783783783786,121,standard,22,deviant_target
L740,oddball,ok,,632.0,150,1,0.006666666666666667,125,standard,24,deviant_target
L741,oddball,ok,,639.0,149,2,0.013422818791946308,124,standard,23,deviant_target
L743,oddball,ok,,634.0,150,6,0.04,119,standard,25,deviant_target
L749,oddball,ok,,651.0,141,16,0.11347517730496454,105,standard,20,deviant_target
L756,oddball,ok,,637.0,149,0,0.0,124,standard,25,deviant_target
L765,oddball,ok,,641.0,145,13,0.0896551724137931,111,standard,21,deviant_target
L769,oddball,ok,,644.0,145,0,0.0,120,standard,25,deviant_target
L785,oddball,ok,,640.0,147,3,0.02040816326530612,119,standard,25,deviant_target
L786,oddball,ok,,743.0,145,0,0.0,122,standard,23,deviant_target
L788,oddball,ok,,639.0,147,1,0.006802721088435374,122,standard,24,deviant_target
L795,oddball,ok,,649.0,149,0,0.0,124,standard,25,deviant_target
L808,oddball,ok,,656.0,144,87,0.6041666666666666,46,standard,11,deviant_target
L827,oddball,ok,,639.0,150,39,0.26,91,standard,20,deviant_target
L83,oddball,ok,,646.0,103,10,0.0970873786407767,78,standard,15,deviant_target
L853,oddball,ok,,646.0,145,79,0.5448275862068965,49,standard,17,deviant_target
L871,oddball,ok,,641.0,148,6,0.04054054054054054,117,standard,25,deviant_target
L104,oddball,ok,,668.0,140,0,0.0,117,standard,23,deviant_target
L118,oddball,ok,,644.0,145,4,0.027586206896551724,116,standard,25,deviant_target
L12,oddball,ok,,636.0,150,27,0.18,103,standard,20,deviant_target
L124,oddball,ok,,669.0,120,2,0.016666666666666666,98,standard,20,deviant_target
L135,oddball,ok,,642.0,147,1,0.006802721088435374,123,standard,23,deviant_target
L1355,oddball,ok,,647.0,144,4,0.027777777777777776,118,standard,22,deviant_target
L1356,oddball,blocked,no_spec_codes_in_event_file,305.0,0,0,,0,standard,0,deviant_target
L1362,oddball,ok,,645.0,149,7,0.04697986577181208,117,standard,25,deviant_target
L1376,oddball,ok,,665.0,147,9,0.061224489795918366,114,standard,24,deviant_target
L1378,oddball,ok,,662.0,148,34,0.22972972972972974,97,standard,17,deviant_target
L1380,oddball,ok,,640.0,149,63,0.4228187919463087,71,standard,15,deviant_target
L1383,oddball,ok,,622.0,144,3,0.020833333333333332,119,standard,22,deviant_target
L1387,oddball,ok,,648.0,146,3,0.02054794520547945,119,standard,24,deviant_target
L1389,oddball,ok,,641.0,147,10,0.06802721088435375,115,standard,22,deviant_target
L1392,oddball,ok,,647.0,148,6,0.04054054054054054,118,standard,24,deviant_target
L1393,oddball,ok,,635.0,101,8,0.07920792079207921,77,standard,16,deviant_target
L1406,oddball,ok,,663.0,148,15,0.10135135135135136,110,standard,23,deviant_target
L1410,oddball,ok,,647.0,147,2,0.013605442176870748,122,standard,23,deviant_target
L1433,oddball,ok,,651.0,147,11,0.07482993197278912,113,standard,23,deviant_target
L1442,oddball,ok,,646.0,146,10,0.0684931506849315,112,standard,24,deviant_target
L1454,oddball,ok,,640.0,150,22,0.14666666666666667,107,standard,21,deviant_target
L1456,oddball,ok,,650.0,145,12,0.08275862068965517,109,standard,24,deviant_target
L1468,oddball,ok,,649.0,141,5,0.03546099290780142,113,standard,23,deviant_target
L1474,oddball,ok,,636.0,149,24,0.1610738255033557,105,standard,20,deviant_target
L151,oddball,ok,,650.0,141,0,0.0,118,standard,23,deviant_target
L1514,oddball,ok,,649.0,143,59,0.4125874125874126,67,standard,17,deviant_target
L1516,oddball,ok,,641.0,147,17,0.11564625850340136,110,standard,20,deviant_target
L153,oddball,ok,,641.0,147,6,0.04081632653061224,117,standard,24,deviant_target
L1543,oddball,ok,,638.0,148,5,0.033783783783783786,118,standard,25,deviant_target
L1545,oddball,ok,,778.0,150,10,0.06666666666666667,117,standard,23,deviant_target
L1552,oddball,ok,,640.0,148,4,0.02702702702702703,119,standard,25,deviant_target
L1557,oddball,ok,,645.0,145,7,0.04827586206896552,114,standard,24,deviant_target
L1564,oddball,ok,,630.0,150,24,0.16,103,standard,23,deviant_target
L157,oddball,ok,,646.0,147,7,0.047619047619047616,118,standard,22,deviant_target
L1576,oddball,ok,,639.0,148,13,0.08783783783783784,113,standard,22,deviant_target
L1585,oddball,ok,,766.0,120,21,0.175,83,standard,16,deviant_target
L1601,oddball,ok,,662.0,147,1,0.006802721088435374,121,standard,25,deviant_target
L1608,oddball,ok,,635.0,148,3,0.02027027027027027,122,standard,23,deviant_target
L1609,oddball,ok,,641.0,146,20,0.136986301369863,106,standard,20,deviant_target
L161,oddball,ok,,640.0,147,0,0.0,122,standard,25,deviant_target
L162,oddball,ok,,641.0,149,0,0.0,124,standard,25,deviant_target
L1625,oddball,ok,,650.0,148,92,0.6216216216216216,49,standard,7,deviant_target
L1633,oddball,ok,,640.0,149,21,0.14093959731543623,110,standard,18,deviant_target
L1645,oddball,ok,,645.0,145,0,0.0,121,standard,24,deviant_target
L1654,oddball,ok,,642.0,144,28,0.19444444444444445,96,standard,20,deviant_target
L167,oddball,ok,,639.0,146,0,0.0,121,standard,25,deviant_target
L1681,oddball,ok,,690.0,147,2,0.013605442176870748,120,standard,25,deviant_target
L1683,oddball,ok,,638.0,149,1,0.006711409395973154,124,standard,24,deviant_target
L1685,oddball,ok,,640.0,149,8,0.053691275167785234,118,standard,23,deviant_target
L169,oddball,ok,,646.0,147,15,0.10204081632653061,110,standard,22,deviant_target
L1701,oddball,ok,,669.0,138,1,0.007246376811594203,114,standard,23,deviant_target
L1710,oddball,ok,,690.0,137,11,0.08029197080291971,106,standard,20,deviant_target
L1718,oddball,ok,,646.0,141,12,0.0851063829787234,106,standard,23,deviant_target
L173,oddball,ok,,656.0,148,12,0.08108108108108109,113,standard,23,deviant_target
L1743,oddball,ok,,643.0,149,1,0.006711409395973154,123,standard,25,deviant_target
L1744,oddball,ok,,691.0,149,1,0.006711409395973154,123,standard,25,deviant_target
L1745,oddball,ok,,641.0,146,16,0.1095890410958904,106,standard,24,deviant_target
L1750,oddball,ok,,642.0,149,1,0.006711409395973154,124,standard,24,deviant_target
L1756,oddball,ok,,637.0,149,7,0.04697986577181208,117,standard,25,deviant_target
L1758,oddball,ok,,639.0,149,3,0.020134228187919462,122,standard,24,deviant_target
L176,oddball,ok,,657.0,150,6,0.04,119,standard,25,deviant_target
L1764,oddball,ok,,639.0,148,7,0.0472972972972973,118,standard,23,deviant_target
L1765,oddball,ok,,639.0,149,4,0.026845637583892617,120,standard,25,deviant_target
L1770,oddball,ok,,642.0,145,40,0.27586206896551724,87,standard,18,deviant_target
L1777,oddball,ok,,665.0,148,5,0.033783783783783786,120,standard,23,deviant_target
L1778,oddball,ok,,642.0,148,27,0.18243243243243243,100,standard,21,deviant_target
L1782,oddball,ok,,639.0,148,41,0.27702702702702703,89,standard,18,deviant_target
L1783,oddball,ok,,639.0,148,5,0.033783783783783786,118,standard,25,deviant_target
L1789,oddball,ok,,651.0,148,10,0.06756756756756757,115,standard,23,deviant_target
L1795,oddball,ok,,615.0,146,22,0.1506849315068493,105,standard,19,deviant_target
L1827,oddball,blocked,too_few_trials_code_11,642.0,149,148,0.9932885906040269,1,standard,0,deviant_target
L1829,oddball,ok,,639.0,148,14,0.0945945945945946,114,standard,20,deviant_target
L1832,oddball,ok,,646.0,146,10,0.0684931506849315,114,standard,22,deviant_target
L1837,oddball,ok,,613.0,145,2,0.013793103448275862,120,standard,23,deviant_target
L1838,oddball,ok,,648.0,146,30,0.2054794520547945,94,standard,22,deviant_target
L1839,oddball,ok,,644.0,147,16,0.10884353741496598,109,standard,22,deviant_target
L1840,oddball,ok,,707.0,150,28,0.18666666666666668,101,standard,21,deviant_target
L1871,oddball,ok,,621.0,141,0,0.0,118,standard,23,deviant_target
L1877,oddball,ok,,644.0,146,2,0.0136986301369863,122,standard,22,deviant_target
L1881,oddball,ok,,636.0,150,0,0.0,125,standard,25,deviant_target
L1884,oddball,ok,,685.0,122,6,0.04918032786885246,97,standard,19,deviant_target
L189,oddball,ok,,658.0,128,1,0.0078125,107,standard,20,deviant_target
L1892,oddball,ok,,639.0,149,50,0.33557046979865773,81,standard,18,deviant_target
L1895,oddball,ok,,650.0,144,42,0.2916666666666667,83,standard,19,deviant_target
L1904,oddball,blocked,too_few_trials_code_11,313.0,60,60,1.0,0,standard,0,deviant_target
L1908,oddball,ok,,643.0,146,1,0.00684931506849315,122,standard,23,deviant_target
L203,oddball,ok,,652.0,147,27,0.1836734693877551,101,standard,19,deviant_target
L209,oddball,ok,,645.0,146,0,0.0,121,standard,25,deviant_target
L219,oddball,ok,,651.0,147,5,0.034013605442176874,117,standard,25,deviant_target
L250,oddball,ok,,639.0,147,7,0.047619047619047616,118,standard,22,deviant_target
L2510,oddball,ok,,639.0,149,13,0.087248322147651,112,standard,24,deviant_target
L2517,oddball,ok,,644.0,147,2,0.013605442176870748,123,standard,22,deviant_target
L2551,oddball,ok,,666.0,149,3,0.020134228187919462,121,standard,25,deviant_target
L2557,oddball,ok,,652.0,147,14,0.09523809523809523,111,standard,22,deviant_target
L2559,oddball,ok,,640.0,148,1,0.006756756756756757,122,standard,25,deviant_target
L2567,oddball,ok,,643.0,147,20,0.1360544217687075,107,standard,20,deviant_target
L2574,oddball,ok,,642.0,148,29,0.19594594594594594,97,standard,22,deviant_target
L2584,oddball,ok,,648.0,145,0,0.0,120,standard,25,deviant_target
L2593,oddball,ok,,639.0,148,22,0.14864864864864866,101,standard,25,deviant_target
L2595,oddball,ok,,638.0,149,30,0.20134228187919462,98,standard,21,deviant_target
L2605,oddball,ok,,699.0,149,8,0.053691275167785234,116,standard,25,deviant_target
L2610,oddball,ok,,645.0,145,1,0.006896551724137931,121,standard,23,deviant_target
L2630,oddball,ok,,640.0,147,1,0.006802721088435374,122,standard,24,deviant_target
L2631,oddball,ok,,646.0,147,1,0.006802721088435374,122,standard,24,deviant_target
L2636,oddball,ok,,639.0,148,6,0.04054054054054054,117,standard,25,deviant_target
L2651,oddball,ok,,686.0,147,23,0.1564625850340136,109,standard,15,deviant_target
L2652,oddball,ok,,674.0,146,1,0.00684931506849315,121,standard,24,deviant_target
L2659,oddball,ok,,638.0,147,25,0.17006802721088435,101,standard,21,deviant_target
L2676,oddball,ok,,647.0,147,4,0.027210884353741496,121,standard,22,deviant_target
L2678,oddball,ok,,660.0,149,1,0.006711409395973154,124,standard,24,deviant_target
L2683,oddball,ok,,645.0,146,1,0.00684931506849315,120,standard,25,deviant_target
L2689,oddball,ok,,641.0,149,18,0.12080536912751678,110,standard,21,deviant_target
L2705,oddball,ok,,647.0,147,1,0.006802721088435374,123,standard,23,deviant_target
L2708,oddball,ok,,650.0,142,18,0.1267605633802817,105,standard,19,deviant_target
L2709,oddball,ok,,637.0,148,52,0.35135135135135137,81,standard,15,deviant_target
L2711,oddball,ok,,640.0,147,20,0.1360544217687075,106,standard,21,deviant_target
L2712,oddball,ok,,646.0,144,12,0.08333333333333333,110,standard,22,deviant_target
L2716,oddball,ok,,636.0,149,6,0.040268456375838924,119,standard,24,deviant_target
L2728,oddball,ok,,647.0,142,9,0.06338028169014084,110,standard,23,deviant_target
L2729,oddball,ok,,646.0,147,0,0.0,124,standard,23,deviant_target
L2743,oddball,ok,,645.0,147,15,0.10204081632653061,108,standard,24,deviant_target
L2746,oddball,ok,,639.0,148,31,0.20945945945945946,97,standard,20,deviant_target
L275,oddball,ok,,640.0,148,80,0.5405405405405406,57,standard,11,deviant_target
L2758,oddball,ok,,640.0,148,13,0.08783783783783784,113,standard,22,deviant_target
L2771,oddball,ok,,641.0,149,13,0.087248322147651,111,standard,25,deviant_target
L2782,oddball,ok,,709.0,148,14,0.0945945945945946,110,standard,24,deviant_target
L2783,oddball,ok,,644.0,144,1,0.006944444444444444,121,standard,22,deviant_target
L2785,oddball,ok,,641.0,145,0,0.0,120,standard,25,deviant_target
L2792,oddball,ok,,645.0,143,1,0.006993006993006993,117,standard,25,deviant_target
L2793,oddball,ok,,637.0,148,0,0.0,123,standard,25,deviant_target
L2802,oddball,ok,,638.0,148,12,0.08108108108108109,112,standard,24,deviant_target
L2809,oddball,ok,,644.0,143,15,0.1048951048951049,106,standard,22,deviant_target
L281,oddball,ok,,640.0,148,9,0.060810810810810814,116,standard,23,deviant_target
L2817,oddball,ok,,638.0,149,15,0.10067114093959731,112,standard,22,deviant_target
L2835,oddball,ok,,638.0,148,7,0.0472972972972973,116,standard,25,deviant_target
L2840,oddball,ok,,637.0,149,4,0.026845637583892617,120,standard,25,deviant_target
L2849,oddball,ok,,732.0,101,1,0.009900990099009901,85,standard,15,deviant_target
L2855,oddball,ok,,672.0,120,8,0.06666666666666667,93,standard,19,deviant_target
L2876,oddball,ok,,636.0,149,0,0.0,124,standard,25,deviant_target
L2879,oddball,ok,,649.0,143,3,0.02097902097902098,116,standard,24,deviant_target
L2880,oddball,ok,,638.0,148,1,0.006756756756756757,123,standard,24,deviant_target
L2893,oddball,ok,,638.0,149,0,0.0,124,standard,25,deviant_target
L2899,oddball,ok,,638.0,148,29,0.19594594594594594,100,standard,19,deviant_target
L2917,oddball,ok,,645.0,146,1,0.00684931506849315,122,standard,23,deviant_target
L2920,oddball,ok,,645.0,146,34,0.2328767123287671,91,standard,21,deviant_target
L2935,oddball,ok,,639.0,148,26,0.17567567567567569,103,standard,19,deviant_target
L2943,oddball,ok,,643.0,145,0,0.0,120,standard,25,deviant_target
L2945,oddball,ok,,645.0,144,49,0.3402777777777778,79,standard,16,deviant_target
L2953,oddball,ok,,648.0,144,14,0.09722222222222222,106,standard,24,deviant_target
L2954,oddball,ok,,642.0,147,35,0.23809523809523808,94,standard,18,deviant_target
L2971,oddball,ok,,640.0,147,2,0.013605442176870748,121,standard,24,deviant_target
L2984,oddball,ok,,646.0,144,6,0.041666666666666664,115,standard,23,deviant_target
L2988,oddball,ok,,641.0,148,13,0.08783783783783784,112,standard,23,deviant_target
L3007,oddball,ok,,640.0,147,26,0.17687074829931973,96,standard,25,deviant_target
L3021,oddball,ok,,674.0,122,29,0.23770491803278687,77,standard,16,deviant_target
L3028,oddball,ok,,642.0,146,12,0.0821917808219178,109,standard,25,deviant_target
L304,oddball,ok,,658.0,146,14,0.0958904109589041,111,standard,21,deviant_target
L3057,oddball,ok,,642.0,149,4,0.026845637583892617,122,standard,23,deviant_target
L3058,oddball,ok,,715.0,149,0,0.0,124,standard,25,deviant_target
L3069,oddball,blocked,too_few_trials_code_11,639.0,150,140,0.9333333333333333,7,standard,3,deviant_target
L3092,oddball,ok,,637.0,149,29,0.19463087248322147,97,standard,23,deviant_target
L3093,oddball,ok,,639.0,147,8,0.05442176870748299,117,standard,22,deviant_target
L3097,oddball,ok,,638.0,148,3,0.02027027027027027,121,standard,24,deviant_target
L3100,oddball,ok,,645.0,146,3,0.02054794520547945,119,standard,24,deviant_target
L311,oddball,ok,,670.0,124,2,0.016129032258064516,102,standard,20,deviant_target
L3116,oddball,ok,,640.0,146,41,0.2808219178082192,85,standard,20,deviant_target
L312,oddball,ok,,642.0,146,4,0.0273972602739726,117,standard,25,deviant_target
L3125,oddball,ok,,611.0,144,33,0.22916666666666666,93,standard,18,deviant_target
L3126,oddball,ok,,638.0,149,9,0.06040268456375839,116,standard,24,deviant_target
L3127,oddball,ok,,629.0,148,8,0.05405405405405406,116,standard,24,deviant_target
L3134,oddball,ok,,638.0,148,2,0.013513513513513514,121,standard,25,deviant_target
L3141,oddball,ok,,639.0,148,11,0.07432432432432433,114,standard,23,deviant_target
L315,oddball,ok,,643.0,143,6,0.04195804195804196,117,standard,20,deviant_target
L3168,oddball,ok,,688.0,120,3,0.025,97,standard,20,deviant_target
L317,oddball,ok,,656.0,143,5,0.03496503496503497,115,standard,23,deviant_target
L3173,oddball,ok,,638.0,148,4,0.02702702702702703,119,standard,25,deviant_target
L3194,oddball,ok,,646.0,143,67,0.46853146853146854,61,standard,15,deviant_target
L3199,oddball,ok,,670.0,147,3,0.02040816326530612,119,standard,25,deviant_target
L3238,oddball,ok,,644.0,150,74,0.49333333333333335,66,standard,10,deviant_target
L327,oddball,ok,,636.0,150,9,0.06,118,standard,23,deviant_target
L332,oddball,ok,,641.0,147,13,0.08843537414965986,114,standard,20,deviant_target
L337,oddball,ok,,640.0,147,21,0.14285714285714285,103,standard,23,deviant_target
L3422,oddball,ok,,649.0,147,17,0.11564625850340136,106,standard,24,deviant_target
L3425,oddball,ok,,635.0,147,0,0.0,122,standard,25,deviant_target
L3429,oddball,ok,,638.0,148,6,0.04054054054054054,119,standard,23,deviant_target
L3431,oddball,ok,,641.0,148,5,0.033783783783783786,118,standard,25,deviant_target
L3433,oddball,ok,,641.0,147,36,0.24489795918367346,96,standard,15,deviant_target
L3436,oddball,ok,,643.0,146,6,0.0410958904109589,118,standard,22,deviant_target
L3441,oddball,ok,,642.0,148,15,0.10135135135135136,113,standard,20,deviant_target
L345,oddball,ok,,642.0,146,19,0.13013698630136986,104,standard,23,deviant_target
L3452,oddball,ok,,641.0,148,31,0.20945945945945946,106,standard,11,deviant_target
L3467,oddball,ok,,674.0,148,29,0.19594594594594594,98,standard,21,deviant_target
L3487,oddball,ok,,647.0,149,1,0.006711409395973154,125,standard,23,deviant_target
L3488,oddball,ok,,650.0,147,12,0.08163265306122448,113,standard,22,deviant_target
L3492,oddball,ok,,639.0,148,2,0.013513513513513514,121,standard,25,deviant_target
L3499,oddball,ok,,680.0,147,22,0.14965986394557823,102,standard,23,deviant_target
L3500,oddball,ok,,644.0,147,12,0.08163265306122448,114,standard,21,deviant_target
L3506,oddball,ok,,679.0,120,1,0.008333333333333333,99,standard,20,deviant_target
L3528,oddball,ok,,635.0,148,31,0.20945945945945946,98,standard,19,deviant_target
L3531,oddball,ok,,658.0,148,4,0.02702702702702703,120,standard,24,deviant_target
L3535,oddball,ok,,662.0,149,5,0.03355704697986577,120,standard,24,deviant_target
L3544,oddball,ok,,689.0,146,14,0.0958904109589041,109,standard,23,deviant_target
L3557,oddball,ok,,651.0,150,0,0.0,125,standard,25,deviant_target
L3559,oddball,ok,,631.0,150,1,0.006666666666666667,124,standard,25,deviant_target
L3569,oddball,ok,,636.0,149,2,0.013422818791946308,123,standard,24,deviant_target
L3577,oddball,ok,,645.0,146,2,0.0136986301369863,119,standard,25,deviant_target
L3582,oddball,ok,,636.0,149,0,0.0,124,standard,25,deviant_target
L359,oddball,ok,,640.0,148,17,0.11486486486486487,110,standard,21,deviant_target
L3602,oddball,ok,,641.0,148,8,0.05405405405405406,116,standard,24,deviant_target
L3614,oddball,ok,,640.0,147,0,0.0,122,standard,25,deviant_target
